,Stage Name,Full Name,Date of Birth,Group,Country,Height,Weight,Gender,Year of Birth,Age
1545,Taeyoung,Kim Taeyoung,1999-06-18,7 O'clock,South Korea,0,0,M,1999,24
1546,TAG,Son Youngtaek,1998-04-13,Golden Child,South Korea,0,0,M,1998,25
1547,TAG,Yeom Taekyun,2002-09-30,Ciipher,South Korea,176,54,M,2002,21
1548,Takuya,Terada Takuya,1992-03-18,CROSS GENE,Japan,187,68,M,1992,31
1549,Tan,Choi Seokwon,1996-08-25,Ciipher,South Korea,184,75,M,1996,27
1550,Tao,Hwang Zitao,1993-05-02,,China,183,70,M,1993,30
1551,Taro,Choi Wonjin,1994-11-09,Hot Blood Youth,South Korea,0,0,M,1994,29
1552,Ten,Chittaphon Leechaiyapornkul,1996-02-27,NCT,Thailand,0,0,M,1996,27
1553,Teo,Jang Sungsik,1997-10-22,DKB,South Korea,177,64,M,1997,26
1554,Terry,Han Dasom,1998-02-02,,South Korea,0,0,F,1998,25
1555,Thanatorn,Thanathorn Rueangsuwan,2005-04-05,The Wind,South Korea,0,0,M,2005,18
1556,The8,Xu Minghao,1997-11-07,Seventeen,China,175,53,M,1997,26
1557,Theo,Choi Taeyang,2001-07-01,P1Harmony,South Korea,0,0,M,2001,22
1558,Thunder,Park Sanghyun,1990-10-07,,South Korea,0,0,M,1990,33
1559,Tiffany,Hwang Miyoung,1989-08-01,SNSD,South Korea,163,50,F,1989,34
1560,Timoteo,Kim Moongyu,1993-01-25,HOTSHOT,South Korea,0,0,M,1993,30
1561,Tina,Christine Joy Park,1994-09-01,Blady,USA,0,0,F,1994,29
1562,Tsuki,Fukutomi Tsuki,2002-09-21,Billlie,Japan,0,0,F,2002,21
1563,Tzuyu,Chou Tzuyu,1999-06-14,Twice,Taiwan,169,0,F,1999,24
1564,U,Mizuguchi Yuto,1999-03-16,ONF,Japan,0,0,M,1999,24
1565,U,Sun Hengyu,2001-06-22,BLANK2Y,China,0,0,M,2001,22
1566,U-Know Yunho,Jung Yunho,1986-02-06,TVXQ,South Korea,0,0,M,1986,37
1567,U-Kwon,Kim Yukwon,1992-04-09,Block B,South Korea,176,63,M,1992,31
1568,U-Si,Yoo Jiyeon,1997-11-13,BADKIZ,South Korea,0,0,F,1997,26
1569,Uchae,Yu Hyejun,2002-05-07,NATURE,South Korea,0,0,F,2002,21
1570,Uee,Kim Yujin,1988-04-09,,South Korea,0,0,F,1988,35
1571,Uji,Jang Yuji,1991-01-02,,South Korea,0,0,F,1991,32
1572,Umji,Kim Yewon,1998-08-19,VIVIZ,South Korea,163,0,F,1998,25
1573,V,Kim Taehyung,1995-12-30,BTS,South Korea,179,62,M,1995,28
1574,Vahn,Kim Jungwoo,1999-05-07,NINE.i,South Korea,175,58,M,1999,24
1575,Vari,Jae Hyun,2000-09-03,NINE.i,South Korea,0,0,M,2000,23
1576,Vernon,Choi Hansol,1998-02-18,Seventeen,USA,176,56,M,1998,25
1577,Via,Kim Via,2000-08-17,FANATICS,South Korea,165,46,F,2000,23
1578,Victoria,Song Qian,1987-02-02,f(x),China,168,45,F,1987,36
1579,Viki,Kang Eunhye,1988-03-28,,South Korea,0,0,F,1988,35
1580,Vita,Kim Jimin,2000-02-03,MAJORS,South Korea,168,54,F,2000,23
1581,Vivi,Wong Viian,1996-12-09,LOONA,Hong Kong,0,0,F,1996,27
1582,Vivian,Park Sunghee,1998-12-08,Gate9,South Korea,0,0,F,1998,25
1583,Wain,Park Sehoon,2000-10-25,XODIAC,South Korea,0,0,M,2000,23
1584,Way,Heo Minsun,1990-07-12,Crayon Pop,South Korea,161,0,F,1990,33
1585,Wei,Lee Jinhyuk,1996-07-08,,South Korea,0,0,M,1996,27
1586,Wendy,Son Seunghwan,1994-02-21,Red Velvet,South Korea,160,0,F,1994,29
1587,Wenhan,Li Wenhan,1994-07-22,UNIQ,China,180,64,M,1994,29
1588,Wheein,Jung Wheein,1995-04-17,Mamamoo,South Korea,162,43,F,1995,28
1589,Win,Bang Junhyuk,2004-12-19,MCND,South Korea,0,0,M,2004,19
1590,Windy,Park Jinju,2000-02-23,Girls' World,South Korea,155,0,F,2000,23
1591,WinL,Yang Seungho,1996-06-16,ABLUE,South Korea,177,68,M,1996,27
1592,Winnie,Pattipong Kasemsant,1998-11-18,NINE.i,Thailand,0,0,M,1998,25
1593,Winter,Kim Minjung,2001-01-01,aespa,South Korea,0,0,F,2001,22
1594,Winwin,Dong Sicheng,1997-10-28,NCT,China,0,0,M,1997,26
1595,Wish,Kwak Dawit,2002-06-11,EPEX,South Korea,184,69,M,2002,21
1596,Won,Park Sungwon,2003-12-18,Ciipher,South Korea,177,58,M,2003,20
1597,Won Bin,Won Bin,2004-07-01,ATBO,South Korea,183,0,M,2004,19
1598,Won Hyuk,Won Hyuk,2002-02-22,E'LAST,South Korea,181,63,M,2002,21
1599,Wonchae,Hwang Chaewon,2002-12-22,Queenz Eye,South Korea,163,0,F,2002,21
1600,Woncheol,Jung Woncheol,1996-01-12,MY.st,South Korea,0,0,M,1996,27
1601,Wondae,Seol Wondae,1998-04-28,Dongkiz,South Korea,180,63,M,1998,25
1602,Wonho,Shin Hoseok,1993-03-01,,South Korea,0,0,M,1993,30
1603,Wonjin,Won Jin,2003-01-01,GIDONGDAE,South Korea,0,0,M,2003,20
1604,Wonjin,Ham Wonjin,2001-03-22,CRAVITY,South Korea,174,57,M,2001,22
1605,Wonjun,Lee Wonjun,2002-03-08,E'LAST,South Korea,0,0,M,2002,21
1606,Wonjun,Jeong Wonjun,1998-07-21,ABLUE,South Korea,187,73,M,1998,25
1607,Wonpil,Kim Wonpil,1994-04-28,DAY6,South Korea,0,0,M,1994,29
1608,Wontak,Ju Wontak,1996-02-24,,South Korea,178,0,M,1996,27
1609,Wonwoo,Jeon Wonwoo,1996-07-17,Seventeen,South Korea,180,57,M,1996,27
1610,Wony,Ahn Seungwon,2004-10-04,We;Na,South Korea,155,0,F,2004,19
1611,Wonyoung,Jang Wonyoung,2004-08-31,IVE,South Korea,0,0,F,2004,19
1612,Woo-ah,Kim Chaewon,1997-06-20,CRAXY,South Korea,0,0,F,1997,26
1613,Woobin,Seo Woobin,2000-10-16,CRAVITY,South Korea,0,0,M,2000,23
1614,Woobin,Jeong Woobin,2000-04-01,Luminous,South Korea,0,0,M,2000,23
1615,Woochul,Shin Woochul,2002-10-02,Newkidd,South Korea,0,0,M,2002,21
1616,Woodam,Park Woodam,1995-08-02,D1CE,South Korea,173,0,M,1995,28
1617,Woohee,Bae Woohee,1991-11-21,Dal Shabet,South Korea,0,0,F,1991,32
1618,Woohyun,Nam Woohyun,1991-02-08,Infinite,South Korea,176,52,M,1991,32
1619,Woojin,Park Woojin,1999-11-02,AB6IX,South Korea,0,0,M,1999,24
1620,Woojin,Lee Woojin,2003-04-03,TheEastLight,South Korea,0,0,M,2003,20
1621,Woojin,Kim Woojin,1997-04-08,,South Korea,0,0,M,1997,26
1622,Woojin,Lee Woojin,2003-04-07,Ghost9,South Korea,178,65,M,2003,20
1623,Woojin,Lee Woojin,1996-11-22,MY.st,South Korea,0,0,M,1996,27
1624,Woojoo,Kim Woojoo,1996-08-12,Wassup,South Korea,0,0,F,1996,27
1625,Woojoo,Kim Sangyoon,1996-09-18,14U,South Korea,0,0,M,1996,27
1626,Wooju,Cho Wooju,2004-01-21,BLITZERS,South Korea,0,0,M,2004,19
1627,Woolim,Hwang Woolim,1996-08-29,Playback,South Korea,0,0,F,1996,27
1628,Woonggi,Cha Woonggi,2002-04-23,TOO,South Korea,0,0,M,2002,21
1629,Woonhak,Kim Woonhak,2006-11-29,BOYNEXTDOOR,South Korea,0,0,M,2006,17
1630,Woono,Song Wonho,2003-04-05,YOUNITE,South Korea,0,0,M,2003,20
1631,Woori,Go Woori,1988-02-22,Rainbow,South Korea,165,44,F,1988,35
1632,Wooseok,Jeong Wooseok,1998-01-31,PENTAGON,South Korea,0,0,M,1998,25
1633,Wooshin,Kim Wooseok,1996-10-27,,South Korea,0,0,M,1996,27
1634,Woosu,Kim Minseok,1999-11-23,IZ,South Korea,0,0,M,1999,24
1635,Woosung,Choi Sunghyuk,1994-09-24,SNUPER,South Korea,0,0,M,1994,29
1636,Wooyeon,Park Jinkyung,2003-02-11,woo!ah!,South Korea,0,0,F,2003,20
1637,Wooyeop,Jo Wooyeop,2000-09-27,TRCNG,South Korea,179,0,M,2000,23
1638,Wooyoung,Jang Wooyoung,1989-04-30,2PM,South Korea,178,65,M,1989,34
1639,Wooyoung,Jung Wooyoung,1999-11-26,ATEEZ,South Korea,172,0,M,1999,24
1640,Wooyoung,Hwang Wooyoung,2003-06-29,AIMERS,South Korea,0,0,M,2003,20
1641,Woozi,Lee Jihoon,1996-11-22,Seventeen,South Korea,165,54,M,1996,27
1642,Wow,Kim Seyoon,1993-02-28,A.C.E,South Korea,0,0,M,1993,30
1643,Wyatt,Shim Jaeyoung,1995-01-23,ONF,South Korea,0,0,M,1995,28
1644,Xeheun,Lee Seheun,1999-07-11,Girlkind,South Korea,0,162,F,1999,24
1645,XEN,Lee Jinwoo,1998-02-20,OMEGA X,South Korea,0,0,M,1998,25
1646,Xero,Shin Jiho,1994-02-03,Topp Dogg,South Korea,0,0,M,1994,29
1647,Xia Junsu,Kim Junsu,1986-12-15,JYJ,South Korea,0,0,M,1986,37
1648,Xiao,Lee Dongyeol,1998-12-13,UP10TION,South Korea,0,0,M,1998,25
1649,XiaoTing,Shen Xiao Ting,1999-11-12,Kep1er,China,168,0,F,1999,24
1650,Xin,Wang Xinwi,1996-11-10,VARSITY,China,185,0,M,1996,27
1651,Xion,Son Dongju,2000-01-10,Oneus,South Korea,0,0,M,2000,23
1652,Xiumin,Kim Minseok,1990-03-26,EXO,South Korea,173,65,M,1990,33
1653,Xiweol,Kang Minseok,1996-10-21,VARSITY,South Korea,174,0,M,1996,27
1654,Xiyeon,Park Junghyun,2000-11-14,Pristin,South Korea,164,51,F,2000,23
1655,Xuanyi,Wu Xuanyi,1995-01-26,,China,166,0,F,1995,28
1656,Y,Choi Sungyoon,1995-07-31,Golden Child,South Korea,0,0,M,1995,28
1657,Yan An,Yan An,1996-10-25,PENTAGON,China,0,0,M,1996,27
1658,Yano,Seo Sangwon,1995-09-27,Topp Dogg,South Korea,0,0,M,1995,28
1659,Yeah,Kim Haeun,1999-10-09,,South Korea,0,0,F,1999,24
1660,Yebin,Baek Yebin,1997-07-13,DIA,South Korea,164,43,F,1997,26
1661,Yebin,Kim Yebin,2004-11-01,HOT ISSUE,South Korea,0,0,F,2004,19
1662,Yechan,Shin Yechan,2001-05-14,OMEGA X,South Korea,183,64,M,2001,22
1663,Yechan,Kim Yechan,1995-11-26,Pink Fantasy,South Korea,159,45,F,1995,28
1664,Yechan,Jeong Yechan,2005-10-27,TRENDZ,South Korea,0,0,M,2005,18
1665,Yechan,Lee Yechan,2005-10-21,xikers,South Korea,0,0,M,2005,18
1666,Yedam,Bang Yedam,2002-05-07,Treasure,South Korea,0,0,M,2002,21
1667,YeeEun,Jang Yeeun,1998-08-10,CLC,South Korea,166,0,F,1998,25
1668,Yeeun,Hwang Yeeun,1997-01-12,Blady,South Korea,0,0,F,1997,26
1669,Yeham,Gu Yeham,2005-10-07,CSR,South Korea,0,0,F,2005,18
1670,Yehana,Kim Yewon,1999-02-22,Pristin,South Korea,0,0,F,1999,24
1671,Yehyeon,Kim Yehyeon,1999-09-12,GIDONGDAE,South Korea,176,63,M,1999,24
1672,Yein,Jeong Yein,1998-06-04,Lovelyz,South Korea,166,0,F,1998,25
1673,Yein,Ahn Yein,1995-05-04,MELODYDAY,South Korea,168,0,F,1995,28
1674,Yeji,Hwang Yeji,2000-05-26,ITZY,South Korea,0,0,F,2000,23
1675,Yeju,Kim Yeju,2004-02-01,ICHILLIN',South Korea,0,0,F,2004,19
1676,Yejun,Oh Yejun,2002-08-23,E'LAST,South Korea,178,58,M,2002,21
1677,Yel,Han Shinyoung,2004-12-25,H1-KEY,South Korea,172,0,F,2004,19
1678,Yellow,Kim Eunbi,1993-05-05,Pungdeng-E,South Korea,156,0,F,1993,30
1679,Yena,Yang Yena,2000-05-22,APRIL,South Korea,0,0,F,2000,23
1680,Yena,Jeong Yena,2000-04-10,G-reyish,South Korea,0,0,F,2000,23
1681,Yena,Choi Yena,1999-09-29,IZ*ONE,South Korea,0,0,F,1999,24
1682,Yenny,Park Yeeun,1989-05-26,Wonder Girls,South Korea,165,0,F,1989,34
1683,Yeo One,Yeon Changgu,1996-03-27,PENTAGON,South Korea,0,0,M,1996,27
1684,Yeoeun,Jung Jieun,1990-01-25,MELODYDAY,South Korea,169,0,F,1990,33
1685,Yeojin,Im Yeojin,2002-11-11,LOONA,South Korea,0,0,F,2002,21
1686,Yeonggwang,Ahn Youngjun,1997-09-22,VANNER,South Korea,0,0,M,1997,26
1687,Yeonha,Ahn Yeonji,2000-05-19,P.O.P,South Korea,0,0,F,2000,23
1688,Yeonhee,Kim Yeonhee,2000-12-06,Rocket Punch,South Korea,161,0,F,2000,23
1689,Yeonho,Ju Yeonho,2000-05-31,Verivery,South Korea,0,0,M,2000,23
1690,Yeonjae,Choi Yeonjae,2000-12-06,mimiirose,South Korea,171,0,F,2000,23
1691,Yeonje,Yang Yeonje,1999-10-15,ALICE,South Korea,0,0,F,1999,24
1692,Yeonji,Kwak Yeonji,2008-01-08,tripleS,South Korea,162,0,F,2008,15
1693,Yeonjoo,Song Yeonjoo,1997-06-26,P.O.P,South Korea,0,0,F,1997,26
1694,Yeonjun,Choi Yeonjun,1999-09-13,TXT,South Korea,183,63,M,1999,24
1695,Yeonjung,Yu Yeonjung,1999-08-03,WJSN,South Korea,167,52,F,1999,24
1696,Yeonkyu,Kim Yeonkyu,2004-05-03,ATBO,South Korea,171,0,M,2004,19
1697,Yeonseo,Ryu Yeonseo,2004-09-26,We;Na,South Korea,158,45,F,2004,19
1698,Yeonsu,Ryu Yeonsu,2003-02-19,ADYA,South Korea,0,0,F,2003,20
1699,Yeontae,Jeong Yeontae,1992-07-06,IN2IT,South Korea,178,58,M,1992,31
1700,Yeonwoo,Lee Dabin,1996-08-01,,South Korea,170,49,F,1996,27
1701,Yeoreum,Lee Jinsook,1999-01-10,WJSN,South Korea,161,0,F,1999,24
1702,Yeoreum,Ahn Chaeyeon,1996-06-04,Hello Venus,South Korea,167,48,F,1996,27
1703,Yeori,Kim Soyeon,1994-05-30,Gate9,South Korea,164,0,F,1994,29
1704,Yeori,Choi Yeori,1999-09-08,ARIAZ,South Korea,0,0,F,1999,24
1705,Yeosang,Kang Yeosang,1999-06-15,ATEEZ,South Korea,173,0,M,1999,24
1706,Yeoun,Lee Kyeongbin,1997-09-03,ARGON,South Korea,0,0,M,1997,26
1707,Yeowool,Ha Yeowool,1998-04-11,Purplebeck,South Korea,163,46,F,1998,25
1708,Yeram,Yang Yeram,2000-03-31,Astin,South Korea,0,0,M,2000,23
1709,Yeri,Kim Yerim,1999-03-05,Red Velvet,South Korea,158,0,F,1999,24
1710,Yerim,Jeong Yerim,1997-03-10,Purplebeck,South Korea,165,44,F,1997,26
1711,Yerin,Baek Yerin,1997-06-26,15&,South Korea,165,0,F,1997,26
1712,Yerin,Jung Yerin,1996-08-19,Gfriend,South Korea,167,0,F,1996,27
1713,Yeryung,,2002-06-22,Lusty,South Korea,169,49,F,2002,21
1714,Yeseo,Kang Yeseo,2005-08-22,Kep1er,South Korea,157,0,F,2005,18
1715,Yeseul,Kim Yeseul,2004-03-24,Hi-L,South Korea,0,0,F,2004,19
1716,Yeso,Lee Yeso,2001-11-13,G-reyish,South Korea,0,0,F,2001,22
1717,Yesung,Kim Jongwoon,1984-08-24,Super Junior,South Korea,178,64,M,1984,39
1718,Yeum,Jung Myeongwoo,2001-11-19,PRIMROSE,South Korea,0,0,F,2001,22
1719,Yewang,Seo Yewang,2005-03-12,EPEX,South Korea,180,64,M,2005,18
1720,Yewon,Park Yewon,2004-01-11,HOT ISSUE,South Korea,0,0,F,2004,19
1721,Yewon,Han Yewon,2003-02-07,mimiirose,South Korea,170,0,F,2003,20
1722,Yezi,Lee Yeji,1994-08-26,Fiestar,South Korea,161,0,F,1994,29
1723,Yibo,Wang Yibo,1997-08-05,UNIQ,China,182,65,M,1997,26
1724,Yijeong,Jang Yijeong,1993-09-10,HISTORY,South Korea,173,58,M,1993,30
1725,Yiren,Wang Yiren,2000-12-29,Everglow,China,0,0,F,2000,23
1726,Yixuan,Zhou Yixuan,1990-12-11,UNIQ,China,183,65,M,1990,33
1727,Yiyeon,Jung Dasol,1995-05-28,BVNDIT,South Korea,0,0,F,1995,28
1728,Yoel,Kim Yoel,2001-01-25,AIMERS,South Korea,0,0,M,2001,22
1729,Yohan,Kim Yohan,1999-09-22,WEi,South Korea,181,66,M,1999,24
1730,Yonggeun,Jo Yonggeun,1995-01-23,D1CE,South Korea,174,54,M,1995,28
1731,Yongguk,Bang Yongguk,1990-03-31,B.A.P,South Korea,182,60,M,1990,33
1732,Yongha,Yoo Yongha,1999-01-11,WEi,South Korea,177,64,M,1999,24
1733,Yonghee,Kim Yonghee,2000-02-17,CIX,South Korea,177,59,M,2000,23
1734,Yonghoon,Jin Yonghoon,1994-08-17,Onewe,South Korea,0,0,M,1994,29
1735,Yonghwa,Jung Yonghwa,1989-06-22,CNBLUE,South Korea,0,0,M,1989,34
1736,Yongseok,Kim Yongseok,1993-01-08,CROSS GENE,South Korea,176,64,M,1993,30
1737,Yongseok,Choi Yongseok,1996-05-23,CHECKMATE,South Korea,0,0,M,1996,27
1738,Yongseung,Kim Yongseung,2000-06-17,Verivery,South Korea,0,0,M,2000,23
1739,Yooa,Yoo Siah,1995-09-17,Oh My Girl,South Korea,160,50,F,1995,28
1740,Yoochun,Park Yoochun,1986-07-04,JYJ,South Korea,0,0,M,1986,37
1741,Yoohyeon,Kim Yoohyeon,1997-01-07,Dreamcatcher,South Korea,171,0,F,1997,26
1742,Yoojin,Jang Yoojin,1992-09-14,,South Korea,0,0,F,1992,31
1743,Yoojin,Ahn Yoojin,2000-02-29,ARTBEAT,South Korea,0,0,F,2000,23
1744,Yoojun,Jun Yoojun,1995-07-26,D1CE,South Korea,0,0,M,1995,28
1745,Yoojun,Jung Gun,2000-12-27,BAE173,South Korea,0,0,M,2000,23
1746,Yoojung,Choi Yoojung,1999-11-12,Weki Meki,South Korea,0,0,F,1999,24
1747,Yoojung,Lee Taeyeop,1997-05-19,OnlyOneOf,South Korea,0,0,M,1997,26
1748,Yookyung,Seo Yookyung,1993-03-15,,South Korea,167,48,F,1993,30
1749,Yoomin,Na Yoomin,1993-08-29,MELODYDAY,South Korea,165,0,F,1993,30
1750,Yoon,Heo Yoon,1994-09-23,4TEN,South Korea,0,0,F,1994,29
1751,Yoon,Kang Seungyoon,1994-01-21,WINNER,South Korea,0,0,M,1994,29
1752,Yoon,Ji Hayoon,1997-07-08,Gate9,South Korea,162,0,F,1997,26
1753,Yoon,Shim Jayoon,2004-04-14,STAYC,South Korea,171,49,F,2004,19
1754,Yoona,Im Yoona,1990-05-30,SNSD,South Korea,166,47,F,1990,33
1755,Yoona,Ogura Yuuna,2000-10-13,bugAboo,Japan,0,0,F,2000,23
1756,Yoonbin,Ha Yoonbin,2000-12-11,,South Korea,0,0,M,2000,23
1757,Yoonhye,Jung Yoonhye,1990-04-14,Rainbow,South Korea,166,47,F,1990,33
1758,Yoonhye,Jung Yoonhye,2001-10-04,FANATICS,South Korea,173,0,F,2001,22
1759,Yoonji,,1998-07-21,Lusty,South Korea,163,45,F,1998,25
1760,Yoonjo,Shin Yoonjo,1992-12-14,UNI.T,South Korea,0,0,F,1992,31
1761,Yoonsan,Yoon Sanghyuk,1994-08-22,HOTSHOT,South Korea,0,0,M,1994,29
1762,Yoonsung,Cho Yoonsung,2003-11-13,8TURN,South Korea,177,62,M,2003,20
1763,Yoonwoo,Lee Choonghyun,2000-08-28,TRENDZ,South Korea,0,0,M,2000,23
1764,Yoosung,Jeong Yoosung,1992-10-08,,South Korea,175,52,M,1992,31
1765,Yooyeon,Kim Yooyeon,2001-02-09,tripleS,South Korea,164,46,F,2001,22
1766,Yooyoung,Lee Yooyoung,1995-01-23,Hello Venus,South Korea,170,49,F,1995,28
1767,Yoseob,Yang Yoseob,1990-01-05,Highlight,South Korea,171,56,M,1990,33
1768,Yoshi,Kanemoto Yoshinori,2000-05-15,Treasure,Japan,179,59,M,2000,23
1769,You,Kim Taeyou,1999-11-17,ABLUE,South Korea,178,70,M,1999,24
1770,Youi,Kim Jihyeo,2000-04-24,Dreamnote,South Korea,163,45,F,2000,23
1771,Young K,Kang Young-hyun,1993-12-19,DAY6,South Korea,0,0,M,1993,30
1772,Youngbin,Kim Youngbin,1993-11-23,SF9,South Korea,0,0,M,1993,30
1773,Youngbin,Jeong Youngbin,1998-10-05,Luminous,South Korea,172,55,M,1998,25
1774,Youngbin,Lee Youngbin,2001-11-23,BLANK2Y,South Korea,0,0,M,2001,22
1775,Youngeun,Seo Youngeun,2004-12-27,Kep1er,South Korea,159,0,F,2004,19
1776,Youngheun,Go Youngheun,1994-11-20,,South Korea,0,0,F,1994,29
1777,Youngho,Noh Youngho,1993-03-24,SIGNAL,South Korea,0,0,M,1993,30
1778,Younghoon,Kim Younghoon,1997-08-08,The Boyz,South Korea,182,63,M,1997,26
1779,Youngjae,Yoo Youngjae,1994-01-24,B.A.P,South Korea,178,65,M,1994,29
1780,Youngjae,Choi Youngjae,1996-09-17,GOT7,South Korea,175,59,M,1996,27
1781,Youngjae,Jo Youngjae,2003-10-19,KELT9b,South Korea,163,45,F,2003,20
1782,Youngji,Hur Youngji,1994-08-30,KARA,South Korea,0,0,F,1994,29
1783,Youngmin,Jo Youngmin,1995-04-24,Boyfriend,South Korea,180,0,M,1995,28
1784,Youngmin,Lim Youngmin,1995-12-25,,South Korea,0,0,M,1995,28
1785,Youngseo,Ryu Youngseo,2002-06-13,BAE173,South Korea,0,0,M,2002,21
1786,Youngwoong,Cho Youngwoon,1999-05-01,14U,South Korea,0,0,M,1999,24
1787,Yua,Mikami Yua,1993-08-16,Honey Popcorn,Japan,0,0,F,1993,30
1788,Yubeen,Jin Yubeen,2006-09-05,TRACER,South Korea,0,0,F,2006,17
1789,Yubin,Kim Yubin,1988-10-04,Wonder Girls,South Korea,163,0,F,1988,35
1790,Yubin,Bae Yubin,1997-09-09,Oh My Girl,South Korea,161,49,F,1997,26
1791,Yubin,Cho Yubin,1999-10-09,,South Korea,156,40,F,1999,24
1792,Yubin,Kim Yubin,2002-02-27,Bling Bling,South Korea,166,47,F,2002,21
1793,Yubin,Jang Yubin,2004-06-10,Mirae,South Korea,0,0,M,2004,19
1794,Yubin,Gong Yubin,2005-02-03,tripleS,South Korea,163,0,F,2005,18
1795,Yubin,Oh Yubin,1998-11-26,ARTBEAT,South Korea,162,47,F,1998,25
1796,Yue,Nancy Yang,2004-07-03,Lapillus,USA,163,48,F,2004,19
1797,Yuem,Park Subin,1996-12-25,H.U.B,South Korea,0,0,F,1996,27
1798,Yugyeom,Kim Yugyeom,1997-11-17,GOT7,South Korea,180,64,M,1997,26
1799,Yuha,Kang Kyungwon,1997-11-05,Hinapia,South Korea,170,50,F,1997,26
1800,Yujeong,Kim Yujeong,1992-02-14,,South Korea,161,42,F,1992,31
1801,Yujeong,Nam Yujeong,1991-05-02,Brave Girls,South Korea,0,0,F,1991,32
1802,Yujeong,Lee Yujeong,2004-06-14,LIGHTSUM,South Korea,160,41,F,2004,19
1803,Yuji,Son Yuji,1998-11-25,3YE,South Korea,160,45,F,1998,25
1804,Yujin,Choi Yujin,1996-08-12,Kep1er,South Korea,164,0,F,1996,27
1805,Yujin,Seo Yoojin,1994-06-18,Playback,South Korea,0,0,F,1994,29
1806,Yujin,Jeong Yujin,1989-10-23,S#aFLA,South Korea,0,0,F,1989,34
1807,Yujin,Ahn Yujin,2003-09-01,IVE,South Korea,0,0,F,2003,20
1808,Yujin,Han Yujin,2007-03-20,ZEROBASEONE,South Korea,177,0,M,2007,16
1809,Yuju,Choi Yuna,1997-10-04,Gfriend,South Korea,169,0,F,1997,26
1810,Yuju,Choi Yuju,1997-03-05,Cherry Bullet,South Korea,0,0,F,1997,26
1811,Yujun,Jung Yujun,2005-10-05,xikers,South Korea,0,0,M,2005,18
1812,Yuki,Lim Jiyeon,2002-01-30,Saturday,South Korea,161,44,F,2002,21
1813,Yuki,Mori Koyuki,2002-11-06,Purple Kiss,Japan,0,0,F,2002,21
1814,Yuku,Amanumu Yuku,2002-05-12,DKB,Japan,176,55,M,2002,21
1815,Yukyung,Lee Yukyung,1999-11-05,ALICE,South Korea,0,0,F,1999,24
1816,Yulhee,Kim Yulhee,1997-11-27,,South Korea,166,52,F,1997,26
1817,Yuna,Seo Yuna,1992-12-30,AoA,South Korea,163,45,F,1992,31
1818,Yuna,Lee Yuna,1993-04-06,Brave Girls,South Korea,0,0,F,1993,30
1819,Yuna,Shin Yuna,2003-12-09,ITZY,South Korea,0,0,F,2003,20
1820,Yuna,Iimura Yuna,2005-04-23,CSR,Japan,0,0,F,2005,18
1821,Yungyu,Lee Yungyu,2005-11-07,8TURN,South Korea,175,62,M,2005,18
1822,Yunho,Jeong Yunho,1999-03-23,ATEEZ,South Korea,184,0,M,1999,24
1823,Yunji,Lee Yunji,1992-04-04,Playback,South Korea,0,0,F,1992,31
1824,Yunji,Kim Yunji,1996-08-26,ARIAZ,South Korea,0,0,F,1996,27
1825,Yunjin,Huh Yunjin,2001-10-08,LE SSERAFIM,South Korea,171,53,F,2001,22
1826,Yunju,Seo Yunju,2005-12-26,mimiirose,South Korea,162,0,F,2005,18
1827,Yunkyung,Seo Yunkyung,2001-11-01,Rocket Punch,South Korea,161,0,F,2001,22
1828,Yunmin,Yun Min,2001-02-26,Newkidd,South Korea,0,0,M,2001,22
1829,Yunseong,Hwang Yunseong,2000-10-30,DRIPPIN,South Korea,181,60,M,2000,23
1830,Yunseul,Hwang Nayoon,1999-03-30,IRRIS,South Korea,0,0,F,1999,24
1831,Yunsung,Hwang Yunsung,1996-03-19,Romeo,South Korea,0,0,M,1996,27
1832,Yuqi,Song Yuqi,1999-09-23,(G)I-DLE,China,162,48,F,1999,24
1833,Yura,Kim Ahyoung,1992-11-06,Girl's Day,South Korea,168,49,F,1992,31
1834,Yuri,Kwon Yuri,1989-12-05,SNSD,South Korea,167,45,F,1989,34
1835,Yuri,Jo Yuri,2001-10-22,IZ*ONE,South Korea,0,0,F,2001,22
1836,Yurim,Park Yurim,1998-04-13,3YE,South Korea,164,0,F,1998,25
1837,Yuta,Nakamoto Yuta,1995-10-26,NCT,Japan,0,0,M,1995,28
1838,Yuto,Adachi Yuto,1998-01-23,PENTAGON,Japan,0,0,M,1998,25
1839,Yuuri,Tokunaga Yuuri,2001-05-16,LUNARSOLAR,Japan,0,0,F,2001,22
1840,Yuvin,Song Yuvin,1998-04-28,B.O.Y,South Korea,0,0,M,1998,25
1841,Yves,Ha Sooyoung,1997-05-24,LOONA,South Korea,0,0,F,1997,26
1842,YY,Kim Moonyong,1991-08-30,UNVS,South Korea,0,0,M,1991,32
1843,Z-UK,Jeong Jaewook,1993-01-27,WE:A,South Korea,174,62,M,1993,30
1844,Zayyan,Muhammad Rifki Fahri Zayyan,2000-02-23,XODIAC,Indonesia,0,0,M,2000,23
1845,Zelo,Choi Junhong,1996-10-15,B.A.P,South Korea,182,63,M,1996,27
1846,Zero,Nasukawa Shota,2003-01-20,T1419,Japan,0,0,M,2003,20
1847,Zhang Hao,Zhang Hao,2000-07-25,ZEROBASEONE,China,181,0,M,2000,23
1848,Zhou Mi,Zhou Mi,1986-04-19,Super Junior-M,China,184,64,M,1986,37
1849,Zico,Woo Jiho,1992-09-14,Block B,South Korea,182,65,M,1992,31
